Date,Open,High,Low,Close*,Adj Close**,Volume
"Dec 01, 2019",220.97,232.21,210.00,229.93,208.37,"46,468,200"
"Oct 31, 2019",215.26,224.77,214.75,221.35,199.47,"39,274,300"
"Sep 30, 2019",207.01,219.28,193.99,213.38,192.29,"61,684,500"
"Aug 31, 2019",201.10,221.50,196.58,207.23,186.75,"45,995,700"
"Jul 31, 2019",219.35,219.95,193.71,203.91,182.61,"43,352,400"
"Jun 30, 2019",208.00,222.24,203.54,220.13,197.14,"51,995,900"
"May 31, 2019",181.70,205.84,180.73,204.60,183.23,"44,089,700"
"Apr 30, 2019",206.40,208.75,182.31,182.49,162.69,"51,152,900"
"Mar 31, 2019",194.00,209.97,193.61,205.92,183.58,"63,471,300"
"Mar 01, 2019",198.75,206.45,186.50,191.99,171.16,"62,988,100"
"Feb 01, 2019",198.00,201.50,188.22,196.70,174.66,"49,619,100"
"Jan 01, 2019",164.33,203.29,163.35,198.01,175.82,"89,708,600"
"Dec 01, 2018",194.00,195.66,151.70,167.05,148.33,"99,800,200"
"Oct 31, 2018",225.76,234.06,188.12,190.69,168.64,"84,619,000"
"Sep 30, 2018",226.22,231.40,208.40,225.37,199.31,"79,100,600"
"Aug 31, 2018",237.76,239.45,223.80,224.24,198.31,"48,635,800"
"Jul 31, 2018",238.50,245.08,226.57,237.81,209.62,"58,750,500"
"Jun 30, 2018",219.75,239.73,218.89,237.43,209.28,"62,274,700"
"May 31, 2018",228.40,238.23,219.12,220.57,194.42,"60,707,000"
"Apr 30, 2018",237.51,245.88,224.09,225.88,198.40,"63,073,600"
"Mar 31, 2018",251.26,262.50,237.51,238.33,209.33,"76,273,900"
"Mar 01, 2018",262.61,275.31,244.37,251.86,221.22,"62,342,400"
"Feb 01, 2018",266.15,273.12,239.29,262.93,230.29,"72,971,300"
"Jan 01, 2018",257.77,273.79,248.84,267.89,234.64,"80,616,900"
"Dec 01, 2017",249.78,262.14,244.01,254.76,223.14,"53,592,500"
"Oct 31, 2017",243.89,250.79,233.55,247.64,216.22,"54,376,000"
"Sep 30, 2017",237.20,247.08,235.19,242.48,211.72,"59,100,600"
"Aug 31, 2017",224.55,237.60,214.64,237.19,207.10,"55,573,100"
